zone,crop_type,growing_stage,stage_day_of_year,temperature,humidity,precipitation,yield_value,disease_probability
northeast,onions,sowing,99,-5.7,48.9,1.4,122.1,0.26
northeast,onions,sowing,101,-5.1,52.8,4.6,126.2,0.19
northeast,onions,sowing,114,-3.6,61.7,3.1,166.5,0.27
northeast,onions,sowing,100,-5.4,74.1,5.8,133.9,0.2
northeast,onions,sowing,92,-6.6,73.4,3.6,120.5,0.11
northeast,onions,sowing,109,-4.1,52.2,9.7,108.0,0.18
northeast,onions,emergence,114,-2.7,71.4,5.5,137.0,0.14
northeast,onions,emergence,122,-2.7,60.6,9.6,151.8,0.25
northeast,onions,emergence,125,-2.3,74.2,1.7,148.2,0.14
northeast,onions,emergence,137,-0.1,62.3,5.4,157.1,0.14
northeast,onions,emergence,118,-2.0,58.8,3.5,117.9,0.2
northeast,onions,emergence,134,-0.5,76.5,2.6,137.0,0.16
northeast,onions,emergence,116,-2.8,69.7,8.6,134.2,0.21
northeast,onions,emergence,124,-1.6,66.4,4.7,165.4,0.1
northeast,onions,tillering,164,3.6,60.7,4.6,174.2,0.12
northeast,onions,tillering,170,4.7,51.5,10.1,168.6,0.27
northeast,onions,tillering,152,1.4,72.4,9.0,178.5,0.18
northeast,onions,tillering,136,-0.9,54.8,8.5,123.9,0.12
northeast,onions,tillering,167,5.8,70.4,2.8,159.6,0.27
northeast,onions,ripening_maturity,255,21.4,71.6,6.5,250.5,0.35
northeast,onions,ripening_maturity,232,16.1,63.3,8.5,245.9,0.43
northeast,onions,ripening_maturity,260,17.2,58.3,17.2,300.5,0.57
northeast,onions,ripening_maturity,229,18.1,60.7,16.5,218.5,0.42
northeast,onions,ripening_maturity,275,25.0,79.5,18.1,277.8,1.0
northeast,onions,ripening_maturity,262,16.0,80.4,6.2,190.2,0.37
northeast,onions,ripening_maturity,248,14.9,54.1,12.7,238.9,0.55
northeast,apples,sowing,118,-2.8,58.8,0.5,85.9,0.33
northeast,apples,sowing,94,-6.4,65.9,2.5,83.5,0.32
northeast,apples,sowing,120,-1.7,55.5,7.7,81.4,0.3
northeast,apples,sowing,110,-4.1,55.5,1.6,78.7,0.18
northeast,apples,sowing,93,-6.6,66.3,7.5,77.8,0.21
northeast,apples,sowing,106,-4.1,62.9,4.1,103.2,0.19
northeast,apples,sowing,113,-3.2,47.9,7.6,93.5,0.22
northeast,apples,tillering,137,0.4,66.0,5.9,130.2,0.25
northeast,apples,tillering,132,-0.7,64.9,5.7,119.8,0.18
northeast,apples,tillering,149,1.5,63.8,10.6,109.8,0.29
northeast,apples,tillering,158,5.1,74.1,10.6,109.2,0.33
northeast,apples,tillering,156,5.1,77.9,3.8,94.1,0.3
northeast,apples,tillering,162,2.9,70.0,0.7,134.8,0.16
northeast,apples,tillering,148,1.2,76.9,9.1,115.3,0.22
northeast,apples,tillering,135,-0.6,66.7,4.3,123.3,0.16
northeast,apples,heading_flowering,238,18.9,59.1,4.5,150.4,0.61
northeast,apples,heading_flowering,191,9.9,75.3,4.1,141.9,0.27
northeast,apples,heading_flowering,204,13.6,79.5,6.0,158.1,0.62
northeast,apples,heading_flowering,198,11.1,70.5,14.9,161.4,0.28
northeast,apples,heading_flowering,193,7.9,61.6,3.8,142.1,0.16
northeast,apples,heading_flowering,213,15.0,54.0,3.4,149.5,0.54
northeast,apples,heading_flowering,232,17.7,75.4,6.9,193.6,0.71
northeast,apples,ripening_maturity,229,12.7,67.2,12.9,176.4,0.5
northeast,apples,ripening_maturity,235,18.1,53.2,8.7,151.6,0.62
northeast,apples,ripening_maturity,228,12.9,57.4,9.3,138.5,0.56
northeast,apples,ripening_maturity,230,18.7,53.2,6.1,138.9,0.38
northeast,apples,ripening_maturity,276,26.0,61.8,15.5,185.8,0.74
northeast,apples,ripening_maturity,224,16.2,56.1,5.5,168.5,0.6
northeast,apples,ripening_maturity,246,15.9,56.8,12.9,170.5,0.44
northeast,apples,ripening_maturity,268,23.1,57.8,6.1,201.9,0.43
northeast,plums,sowing,116,-2.8,71.1,1.4,83.6,0.29
northeast,plums,sowing,109,-4.0,72.1,1.7,71.6,0.24
northeast,plums,sowing,112,-3.2,49.4,11.0,65.8,0.26
northeast,plums,sowing,108,-4.5,47.6,9.5,53.5,0.11
northeast,plums,sowing,118,-1.8,55.1,2.0,63.5,0.32
northeast,plums,sowing,115,-3.3,46.9,1.8,65.4,0.14
northeast,plums,tillering,140,1.4,47.7,11.8,61.6,0.2
northeast,plums,tillering,149,3.8,75.9,11.8,92.9,0.2
northeast,plums,tillering,155,3.5,57.8,4.2,95.9,0.31
northeast,plums,tillering,163,3.0,75.8,5.0,84.7,0.19
northeast,plums,tillering,144,1.8,63.6,2.8,86.5,0.29
northeast,plums,tillering,158,2.3,61.9,3.7,102.5,0.14
northeast,plums,heading_flowering,211,9.9,72.7,11.2,85.0,0.21
northeast,plums,heading_flowering,204,12.0,57.5,9.6,129.3,0.58
northeast,plums,heading_flowering,217,16.3,52.0,10.5,111.6,0.61
northeast,plums,heading_flowering,229,12.6,56.2,5.9,98.2,0.45
northeast,plums,heading_flowering,201,7.7,75.3,0.5,102.1,0.19
northeast,plums,heading_flowering,237,18.7,54.6,14.5,125.3,0.29
northeast,plums,heading_flowering,218,13.3,74.0,8.7,109.3,0.4
northeast,plums,heading_flowering,222,11.6,58.7,0.7,121.2,0.59
northeast,plums,ripening_maturity,229,14.5,75.9,1.9,114.6,0.6
northeast,plums,ripening_maturity,228,14.9,59.5,2.4,125.8,0.57
northeast,plums,ripening_maturity,270,19.9,67.0,10.1,139.5,0.52
northeast,plums,ripening_maturity,232,18.1,80.8,16.3,110.9,0.39
northeast,plums,ripening_maturity,277,26.0,69.7,2.9,141.8,0.48
northeast,plums,ripening_maturity,265,22.6,60.5,13.0,153.1,0.48
northeast,grapes,sowing,97,-5.9,67.7,6.5,57.9,0.22
northeast,grapes,sowing,107,-4.4,54.4,2.1,47.3,0.27
northeast,grapes,sowing,115,-2.6,63.0,2.3,59.0,0.35
northeast,grapes,sowing,120,-3.0,68.5,10.1,48.6,0.22
northeast,grapes,sowing,100,-5.2,59.6,5.7,62.1,0.32
northeast,grapes,sowing,105,-4.8,59.4,5.7,58.1,0.23
northeast,grapes,sowing,117,-2.2,59.9,1.0,58.2,0.29
northeast,grapes,tillering,144,1.6,61.9,4.0,62.7,0.24
northeast,grapes,tillering,168,5.0,64.6,2.7,84.0,0.32
northeast,grapes,tillering,159,4.1,68.8,9.7,67.9,0.23
northeast,grapes,tillering,136,0.9,76.5,9.3,53.4,0.14
northeast,grapes,tillering,165,5.2,62.4,12.0,91.8,0.24
northeast,grapes,tillering,167,5.3,59.4,14.0,83.7,0.3
northeast,grapes,tillering,155,1.7,71.7,7.8,73.4,0.16
northeast,grapes,heading_flowering,194,9.3,69.4,14.1,82.8,0.31
northeast,grapes,heading_flowering,229,12.1,81.9,5.6,68.1,0.34
northeast,grapes,heading_flowering,200,7.7,58.8,8.0,77.8,0.17
northeast,grapes,heading_flowering,225,10.9,71.3,7.3,79.4,0.34
northeast,grapes,heading_flowering,230,15.4,60.2,10.3,89.7,0.71
northeast,grapes,heading_flowering,237,13.3,76.3,12.0,74.4,0.57
northeast,grapes,heading_flowering,202,13.3,55.1,10.3,85.1,0.7
northeast,grapes,heading_flowering,197,11.3,71.2,11.9,89.6,0.55
northeast,grapes,ripening_maturity,272,19.4,67.7,10.3,101.6,0.37
northeast,grapes,ripening_maturity,249,14.6,72.9,12.1,111.3,0.24
northeast,grapes,ripening_maturity,232,12.5,65.1,5.7,79.1,0.31
northeast,grapes,ripening_maturity,227,14.7,59.2,3.4,108.5,0.3
northeast,grapes,ripening_maturity,259,23.6,79.9,5.6,92.3,0.89
northeast,grapes,ripening_maturity,252,15.8,63.0,8.0,95.2,0.37
northeast,grapes,ripening_maturity,229,16.2,73.0,13.7,82.6,0.41
central_irrigated,winter_wheat,sowing,113,-0.6,61.8,11.3,25.9,0.21
central_irrigated,winter_wheat,sowing,94,-3.4,67.6,7.9,19.5,0.15
central_irrigated,winter_wheat,sowing,102,-2.1,68.4,3.3,21.9,0.18
central_irrigated,winter_wheat,sowing,105,-1.5,71.7,6.9,23.3,0.26
central_irrigated,winter_wheat,sowing,104,-2.1,72.4,12.9,21.9,0.14
central_irrigated,winter_wheat,sowing,118,0.1,85.1,12.9,21.5,0.23
central_irrigated,winter_wheat,sowing,95,-3.1,75.0,6.7,20.3,0.23
central_irrigated,winter_wheat,sowing,103,-1.7,59.1,15.6,26.4,0.15
central_irrigated,winter_wheat,tillering,150,4.4,87.9,11.5,21.2,0.14
central_irrigated,winter_wheat,tillering,152,6.9,63.4,18.0,32.8,0.24
central_irrigated,winter_wheat,tillering,136,2.2,72.1,6.5,22.2,0.25
central_irrigated,winter_wheat,tillering,170,8.2,67.8,6.5,36.2,0.1
central_irrigated,winter_wheat,tillering,147,5.5,66.8,5.0,25.6,0.14
central_irrigated,winter_wheat,tillering,165,6.7,72.9,10.4,33.1,0.22
central_irrigated,winter_wheat,tillering,134,3.0,66.6,3.5,30.1,0.19
central_irrigated,winter_wheat,tillering,140,4.0,68.1,10.3,29.6,0.16
central_irrigated,winter_wheat,booting,190,13.1,85.0,20.3,29.4,0.4
central_irrigated,winter_wheat,booting,200,13.3,65.4,9.4,34.5,0.32
central_irrigated,winter_wheat,booting,161,5.7,65.7,19.6,35.6,0.1
central_irrigated,winter_wheat,booting,174,9.9,62.5,18.4,34.4,0.26
central_irrigated,winter_wheat,booting,177,7.5,77.7,6.8,31.9,0.14
central_irrigated,winter_wheat,booting,178,9.7,66.8,19.7,33.9,0.26
central_irrigated,winter_wheat,booting,194,14.1,84.5,11.2,31.8,0.39
central_irrigated,winter_wheat,booting,183,10.3,68.2,6.7,33.9,0.33
central_irrigated,winter_wheat,heading_flowering,226,20.5,79.8,11.1,39.4,0.89
central_irrigated,winter_wheat,heading_flowering,233,18.6,65.9,12.1,41.2,0.73
central_irrigated,winter_wheat,heading_flowering,215,13.5,88.0,11.4,27.7,0.19
central_irrigated,winter_wheat,heading_flowering,240,20.1,79.7,19.3,32.2,0.53
central_irrigated,winter_wheat,heading_flowering,235,15.6,69.3,14.0,38.2,0.19
central_irrigated,winter_wheat,heading_flowering,205,14.2,78.9,4.4,31.4,0.49
central_irrigated,winter_wheat,heading_flowering,202,15.5,66.2,14.8,36.2,0.38
central_irrigated,winter_wheat,heading_flowering,193,13.1,69.7,14.4,35.6,0.18
central_irrigated,winter_wheat,ripening_maturity,252,19.6,63.9,14.9,44.2,0.51
central_irrigated,winter_wheat,ripening_maturity,257,20.1,71.7,14.7,44.3,0.53
central_irrigated,winter_wheat,ripening_maturity,249,18.7,82.5,14.4,37.7,0.7
central_irrigated,winter_wheat,ripening_maturity,254,25.3,89.0,15.2,34.4,0.97
central_irrigated,winter_wheat,ripening_maturity,244,22.9,83.6,19.3,39.2,1.0
central_irrigated,winter_wheat,ripening_maturity,263,25.4,76.2,6.9,35.1,0.55
central_irrigated,winter_wheat,ripening_maturity,232,15.8,86.7,13.9,36.8,0.27
central_irrigated,spring_barley,sowing,103,-2.0,58.1,2.3,17.6,0.22
central_irrigated,spring_barley,sowing,93,-3.6,58.9,2.4,16.7,0.14
central_irrigated,spring_barley,sowing,111,-0.4,81.1,6.7,14.4,0.18
central_irrigated,spring_barley,sowing,120,0.3,71.3,1.3,19.8,0.2
central_irrigated,spring_barley,sowing,114,-0.5,74.0,2.1,14.2,0.15
central_irrigated,spring_barley,sowing,98,-2.9,63.1,4.9,17.6,0.18
central_irrigated,spring_barley,sowing,112,-0.3,66.3,2.7,17.4,0.25
central_irrigated,spring_barley,emergence,140,3.0,83.4,6.5,18.8,0.21
central_irrigated,spring_barley,emergence,117,-0.4,59.9,4.0,15.5,0.17
central_irrigated,spring_barley,emergence,111,-0.7,70.6,3.5,19.9,0.2
central_irrigated,spring_barley,emergence,115,-0.1,86.1,12.0,17.5,0.18
central_irrigated,spring_barley,emergence,114,-0.2,60.9,11.6,19.4,0.12
central_irrigated,spring_barley,emergence,123,0.9,76.4,12.8,18.5,0.17
central_irrigated,spring_barley,emergence,125,1.2,59.4,17.6,16.4,0.11
central_irrigated,spring_barley,tillering,167,7.4,78.6,7.6,20.5,0.15
central_irrigated,spring_barley,tillering,141,4.5,57.9,15.1,22.5,0.16
central_irrigated,spring_barley,tillering,142,4.4,85.3,1.9,18.6,0.27
central_irrigated,spring_barley,tillering,159,5.1,61.1,3.5,19.5,0.2
central_irrigated,spring_barley,tillering,161,5.5,86.3,10.2,15.0,0.24
central_irrigated,spring_barley,tillering,143,3.3,64.2,2.2,22.4,0.22
central_irrigated,spring_barley,tillering,136,2.6,82.5,14.8,20.0,0.24
central_irrigated,spring_barley,tillering,150,5.2,75.1,13.2,19.6,0.28
central_irrigated,spring_barley,heading_flowering,202,12.1,63.8,21.9,28.4,0.26
central_irrigated,spring_barley,heading_flowering,236,17.8,73.9,6.5,30.2,0.38
central_irrigated,spring_barley,heading_flowering,222,19.7,78.3,9.7,23.2,0.34
central_irrigated,spring_barley,heading_flowering,214,14.3,64.5,7.5,33.4,0.59
central_irrigated,spring_barley,heading_flowering,221,15.3,79.9,13.2,21.2,0.58
central_irrigated,spring_barley,heading_flowering,210,17.7,72.3,22.4,33.0,0.5
central_irrigated,spring_barley,heading_flowering,240,19.9,89.1,18.8,21.5,0.39
central_irrigated,spring_barley,heading_flowering,239,21.3,86.2,23.5,24.1,0.47
central_irrigated,spring_barley,ripening_maturity,250,18.3,92.7,17.1,25.6,0.37
central_irrigated,spring_barley,ripening_maturity,244,16.6,81.6,22.7,22.5,0.44
central_irrigated,spring_barley,ripening_maturity,242,20.7,88.4,10.3,22.0,0.74
central_irrigated,spring_barley,ripening_maturity,258,19.6,83.9,17.6,28.6,0.35
central_irrigated,spring_barley,ripening_maturity,280,27.9,76.0,22.9,32.6,0.49
central_irrigated,spring_barley,ripening_maturity,265,27.6,73.3,25.0,31.7,0.86
central_irrigated,spring_barley,ripening_maturity,247,21.3,71.6,11.5,28.0,0.76
central_irrigated,spring_barley,ripening_maturity,257,21.0,73.5,18.5,35.8,0.67
central_irrigated,corn,sowing,112,-0.2,61.9,11.0,40.0,0.33
central_irrigated,corn,sowing,106,-1.3,74.1,7.0,30.8,0.15
central_irrigated,corn,sowing,101,-2.4,77.2,10.6,29.4,0.28
central_irrigated,corn,sowing,114,0.1,69.9,10.7,35.5,0.27
central_irrigated,corn,sowing,108,-0.7,80.5,10.1,29.1,0.16
central_irrigated,corn,sowing,118,0.5,75.2,2.6,42.3,0.29
central_irrigated,corn,sowing,97,-3.0,83.3,14.3,28.9,0.28
central_irrigated,corn,emergence,114,-0.1,64.9,6.8,32.5,0.12
central_irrigated,corn,emergence,122,0.4,79.8,11.2,35.2,0.18
central_irrigated,corn,emergence,119,0.2,82.7,8.9,30.0,0.23
central_irrigated,corn,emergence,134,3.0,81.6,7.4,30.8,0.12
central_irrigated,corn,emergence,129,2.6,68.0,15.2,40.8,0.27
central_irrigated,corn,emergence,125,1.7,77.9,11.6,43.2,0.14
central_irrigated,corn,emergence,130,3.3,64.8,8.8,35.5,0.2
central_irrigated,corn,tillering,159,6.6,88.4,19.0,34.3,0.14
central_irrigated,corn,tillering,143,5.8,66.6,7.5,54.8,0.27
central_irrigated,corn,tillering,152,6.1,86.6,16.3,41.0,0.28
central_irrigated,corn,tillering,169,8.3,66.8,11.2,40.5,0.14
central_irrigated,corn,tillering,163,8.6,81.7,15.3,37.6,0.19
central_irrigated,corn,tillering,161,8.3,81.2,9.6,46.6,0.25
central_irrigated,corn,tillering,134,3.6,58.6,7.6,33.7,0.14
central_irrigated,corn,heading_flowering,199,14.4,76.1,20.7,48.3,0.26
central_irrigated,corn,heading_flowering,212,12.9,70.2,4.4,61.0,0.33
central_irrigated,corn,heading_flowering,234,17.0,83.7,21.4,45.9,0.24
central_irrigated,corn,heading_flowering,216,15.7,79.7,24.6,61.3,0.61
central_irrigated,corn,heading_flowering,191,11.4,73.2,20.3,60.0,0.63
central_irrigated,corn,heading_flowering,200,12.9,78.8,17.1,58.3,0.34
central_irrigated,corn,heading_flowering,194,13.5,80.9,6.6,50.6,0.58
central_irrigated,corn,ripening_maturity,274,23.3,79.1,18.6,56.3,0.63
central_irrigated,corn,ripening_maturity,224,13.9,67.2,16.6,55.5,0.45
central_irrigated,corn,ripening_maturity,256,21.4,80.1,15.7,58.6,0.57
central_irrigated,corn,ripening_maturity,252,22.8,72.8,18.6,56.2,0.55
central_irrigated,corn,ripening_maturity,279,25.8,73.3,16.5,55.7,0.43
central_irrigated,corn,ripening_maturity,255,20.1,89.3,1.9,42.3,0.7
central_irrigated,corn,ripening_maturity,222,17.2,79.7,23.8,43.4,0.25
central_irrigated,oats,sowing,98,-2.8,58.8,10.9,15.3,0.18
central_irrigated,oats,sowing,120,1.4,80.9,14.7,12.4,0.19
central_irrigated,oats,sowing,109,-1.3,71.2,7.4,17.3,0.09
central_irrigated,oats,sowing,113,-0.4,84.2,2.2,13.4,0.18
central_irrigated,oats,sowing,108,-1.6,65.8,9.3,18.3,0.2
central_irrigated,oats,sowing,102,-2.0,71.6,6.9,13.4,0.2
central_irrigated,oats,tillering,148,5.2,73.7,9.3,16.4,0.09
central_irrigated,oats,tillering,132,1.8,85.0,8.9,15.6,0.13
central_irrigated,oats,tillering,135,3.4,67.5,3.2,17.7,0.08
central_irrigated,oats,tillering,151,6.3,79.3,10.3,20.6,0.15
central_irrigated,oats,tillering,166,6.8,68.2,1.8,21.3,0.11
central_irrigated,oats,tillering,158,7.7,68.4,5.7,18.0,0.19
central_irrigated,oats,tillering,167,7.2,82.2,9.7,16.3,0.1
central_irrigated,oats,tillering,146,3.5,66.8,6.2,15.9,0.12
central_irrigated,oats,booting,185,11.9,82.8,5.8,16.3,0.39
central_irrigated,oats,booting,197,14.7,85.1,22.0,23.3,0.34
central_irrigated,oats,booting,163,8.8,71.0,5.4,20.9,0.16
central_irrigated,oats,booting,177,10.1,72.9,15.0,22.1,0.16
central_irrigated,oats,booting,162,9.0,61.7,6.2,21.4,0.2
central_irrigated,oats,booting,167,6.4,64.4,16.4,20.5,0.21
central_irrigated,oats,booting,166,7.4,66.9,8.0,22.6,0.13
central_irrigated,oats,heading_flowering,213,12.8,85.6,9.8,20.6,0.37
central_irrigated,oats,heading_flowering,207,15.2,76.1,24.0,22.7,0.17
central_irrigated,oats,heading_flowering,237,22.4,78.6,4.5,24.4,0.73
central_irrigated,oats,heading_flowering,195,11.5,74.4,16.0,21.8,0.4
central_irrigated,oats,heading_flowering,192,9.7,90.3,17.6,19.4,0.17
central_irrigated,oats,heading_flowering,205,13.6,77.9,6.3,24.5,0.24
central_irrigated,oats,heading_flowering,198,15.0,65.6,20.2,27.6,0.31
central_irrigated,oats,ripening_maturity,221,18.8,85.6,15.2,24.8,0.31
central_irrigated,oats,ripening_maturity,266,19.9,87.6,14.8,22.8,0.52
central_irrigated,oats,ripening_maturity,246,23.7,72.1,1.3,24.8,0.49
central_irrigated,oats,ripening_maturity,220,17.3,63.3,22.3,30.1,0.35
central_irrigated,oats,ripening_maturity,269,24.7,92.9,29.1,18.3,0.74
central_irrigated,oats,ripening_maturity,241,18.1,85.9,15.0,18.6,0.46
central_irrigated,oats,ripening_maturity,238,20.8,71.6,15.4,25.2,0.3
central_irrigated,rye,sowing,92,-3.7,59.4,12.8,11.8,0.1
central_irrigated,rye,sowing,91,-3.8,67.1,14.4,16.8,0.11
central_irrigated,rye,sowing,117,0.3,58.2,5.4,19.7,0.12
central_irrigated,rye,sowing,114,-0.5,65.2,5.7,19.1,0.1
central_irrigated,rye,sowing,111,-1.1,69.8,7.0,17.8,0.08
central_irrigated,rye,sowing,119,0.5,57.9,16.8,18.4,0.12
central_irrigated,rye,tillering,139,3.4,83.7,12.8,15.3,0.17
central_irrigated,rye,tillering,150,5.3,71.6,9.6,18.0,0.17
central_irrigated,rye,tillering,133,2.3,82.3,6.5,17.5,0.09
central_irrigated,rye,tillering,162,6.3,86.3,17.0,20.6,0.19
central_irrigated,rye,tillering,138,3.3,78.2,12.9,15.0,0.07
central_irrigated,rye,tillering,164,6.2,61.4,1.1,20.5,0.14
central_irrigated,rye,tillering,165,7.8,60.2,7.9,19.0,0.16
central_irrigated,rye,booting,164,8.0,65.2,2.5,22.7,0.16
central_irrigated,rye,booting,173,9.6,68.0,4.3,23.8,0.14
central_irrigated,rye,booting,177,10.6,78.3,4.9,21.2,0.34
central_irrigated,rye,booting,176,8.3,67.2,11.2,27.0,0.19
central_irrigated,rye,booting,185,10.8,86.7,3.0,23.2,0.41
central_irrigated,rye,booting,182,12.8,64.5,5.8,23.1,0.15
central_irrigated,rye,booting,170,9.2,82.4,1.7,20.4,0.1
central_irrigated,rye,heading_flowering,221,15.2,85.5,4.9,18.0,0.25
central_irrigated,rye,heading_flowering,239,20.6,82.2,22.3,21.7,0.56
central_irrigated,rye,heading_flowering,194,14.0,86.9,19.6,21.7,0.21
central_irrigated,rye,heading_flowering,219,15.5,72.0,16.0,29.9,0.28
central_irrigated,rye,heading_flowering,204,13.4,64.1,2.4,21.5,0.25
central_irrigated,rye,heading_flowering,211,16.5,66.1,6.9,24.3,0.41
central_irrigated,rye,heading_flowering,205,14.4,65.4,4.1,31.8,0.37
central_irrigated,rye,ripening_maturity,243,20.2,76.7,21.0,29.0,0.53
central_irrigated,rye,ripening_maturity,225,19.0,74.0,7.5,26.0,0.42
central_irrigated,rye,ripening_maturity,229,16.1,74.3,1.5,28.4,0.19
central_irrigated,rye,ripening_maturity,253,21.7,74.3,23.2,23.3,0.31
central_irrigated,rye,ripening_maturity,258,24.6,84.8,7.7,28.3,0.34
central_irrigated,rye,ripening_maturity,220,18.9,83.0,8.0,21.3,0.6
central_irrigated,rye,ripening_maturity,279,25.3,67.1,12.3,32.1,0.37
central_irrigated,rye,ripening_maturity,254,24.5,76.4,7.3,32.3,0.82
central_irrigated,millet,sowing,94,-3.3,64.1,14.1,8.9,0.16
central_irrigated,millet,sowing,95,-3.3,68.4,1.3,9.5,0.13
central_irrigated,millet,sowing,118,0.6,62.5,5.7,9.6,0.09
central_irrigated,millet,sowing,99,-2.5,83.1,6.5,9.7,0.18
central_irrigated,millet,sowing,92,-3.7,71.9,4.6,8.2,0.07
central_irrigated,millet,sowing,111,-1.1,57.8,7.5,10.3,0.11
central_irrigated,millet,sowing,108,-1.2,76.9,7.0,8.2,0.11
central_irrigated,millet,emergence,122,0.3,66.1,14.5,11.4,0.12
central_irrigated,millet,emergence,127,1.7,64.6,1.2,10.8,0.08
central_irrigated,millet,emergence,112,-0.6,81.6,7.7,9.3,0.09
central_irrigated,millet,emergence,113,-0.8,68.2,4.3,9.3,0.13
central_irrigated,millet,emergence,133,3.5,67.6,4.0,9.8,0.12
central_irrigated,millet,emergence,119,0.6,60.8,4.5,11.6,0.12
central_irrigated,millet,emergence,135,3.1,72.3,4.8,10.5,0.08
central_irrigated,millet,tillering,140,4.7,61.6,10.3,14.0,0.1
central_irrigated,millet,tillering,134,4.0,81.9,4.6,9.3,0.08
central_irrigated,millet,tillering,141,3.4,82.9,6.7,11.7,0.12
central_irrigated,millet,tillering,145,5.2,58.4,6.7,13.1,0.06
central_irrigated,millet,tillering,133,2.7,72.8,15.5,12.0,0.11
central_irrigated,millet,tillering,143,3.8,58.9,18.0,11.2,0.08
central_irrigated,millet,tillering,164,8.8,76.2,20.5,11.8,0.07
central_irrigated,millet,tillering,146,4.0,75.2,18.0,9.9,0.18
central_irrigated,millet,heading_flowering,230,19.8,73.0,21.6,14.4,0.47
central_irrigated,millet,heading_flowering,228,15.5,85.2,9.4,12.1,0.23
central_irrigated,millet,heading_flowering,208,14.8,76.6,7.0,12.3,0.23
central_irrigated,millet,heading_flowering,225,16.4,73.9,18.2,19.0,0.26
central_irrigated,millet,heading_flowering,209,14.9,61.7,7.2,16.7,0.27
central_irrigated,millet,heading_flowering,190,14.1,70.1,4.0,14.3,0.32
central_irrigated,millet,heading_flowering,213,13.0,81.7,14.3,15.2,0.31
central_irrigated,millet,ripening_maturity,261,23.8,64.5,8.1,20.4,0.13
central_irrigated,millet,ripening_maturity,251,23.8,92.2,19.6,14.6,0.48
central_irrigated,millet,ripening_maturity,223,15.4,81.5,18.7,16.6,0.24
central_irrigated,millet,ripening_maturity,266,23.7,88.0,14.3,15.1,0.64
central_irrigated,millet,ripening_maturity,267,19.4,71.8,21.1,18.4,0.53
central_irrigated,millet,ripening_maturity,255,17.8,90.4,7.6,14.9,0.33
central_irrigated,millet,ripening_maturity,270,27.1,76.7,24.2,17.0,0.64
central_irrigated,millet,ripening_maturity,272,28.1,75.6,17.8,15.7,0.57
central_irrigated,sorghum,sowing,98,-2.7,84.8,11.7,10.7,0.13
central_irrigated,sorghum,sowing,96,-2.9,60.6,5.1,12.1,0.11
central_irrigated,sorghum,sowing,111,-0.6,58.8,1.9,12.2,0.18
central_irrigated,sorghum,sowing,91,-3.8,79.7,8.9,12.2,0.11
central_irrigated,sorghum,sowing,108,-1.0,82.7,13.4,9.7,0.12
central_irrigated,sorghum,sowing,118,-0.0,86.2,14.0,12.1,0.19
central_irrigated,sorghum,emergence,122,1.4,77.1,14.7,10.6,0.08
central_irrigated,sorghum,emergence,124,1.3,69.1,16.5,13.2,0.22
central_irrigated,sorghum,emergence,134,1.8,62.4,1.5,13.5,0.21
central_irrigated,sorghum,emergence,115,0.3,70.5,3.4,12.1,0.22
central_irrigated,sorghum,emergence,137,2.3,70.5,5.9,16.4,0.17
central_irrigated,sorghum,emergence,138,3.9,64.6,11.3,16.8,0.18
central_irrigated,sorghum,emergence,125,2.3,81.5,2.7,11.3,0.08
central_irrigated,sorghum,emergence,140,3.6,81.2,12.1,11.0,0.2
central_irrigated,sorghum,tillering,143,5.6,59.4,1.2,16.9,0.12
